#time,V_x,k,SlipAngle,LateralForce,DynamicS,AbsVy,
1,[0.],10000,0.0,0.0,[0.]
125,[4.4039452e-07],10000,[0.],0.0,[0.]
126,[4.4039452e-07],10000,[0.],0.0,[0.]
127,[4.4039452e-07],10000,[0.],0.0,[0.]
128,[4.4039452e-07],10000,[0.],0.0,[0.]
129,[4.4039452e-07],10000,[0.],0.0,[0.]
130,[4.4039452e-07],10000,[0.],0.0,[0.]
131,[4.4039452e-07],10000,[0.],0.0,[0.]
132,[4.4039452e-07],10000,[0.],0.0,[0.]
133,[4.4039452e-07],10000,[0.],0.0,[0.]
134,[4.4039452e-07],10000,[0.],0.0,[0.]
135,[4.4039452e-07],10000,[0.],0.0,[0.]
136,[4.4039452e-07],10000,[0.],0.0,[0.]
137,[4.4039452e-07],10000,[0.],0.0,[0.]
138,[4.4039452e-07],10000,[0.],0.0,[0.]
139,[4.4039452e-07],10000,[0.],0.0,[0.]
140,[4.4039452e-07],10000,[0.],0.0,[0.]
141,[4.4039452e-07],10000,[0.],0.0,[0.]
142,[4.4039452e-07],10000,[0.],0.0,[0.]
143,[4.4039452e-07],10000,[0.],0.0,[0.]
144,[4.4039452e-07],10000,[0.],0.0,[0.]
