#time,V_x,k,SlipAngle,LateralForce,DynamicS,AbsVy,
1,[0.],10000,0.0,0.0,[0.]
96,[8.9428327e-09],10000,[0.],0.0,[0.]
97,[7.34683595e-09],10000,[0.],0.0,[0.]
98,[6.03734962e-09],10000,[0.],0.0,[0.]
99,[4.96277081e-09],10000,[0.],0.0,[0.]
100,[4.08080757e-09],10000,[0.],0.0,[0.]
101,[3.35679791e-09],10000,[0.],0.0,[0.]
102,[2.76232974e-09],10000,[0.],0.0,[0.]
103,[2.27411516e-09],10000,[0.],0.0,[0.]
104,[1.87306355e-09],10000,[0.],0.0,[0.]
105,[1.54352402e-09],10000,[0.],0.0,[0.]
106,[1.27266512e-09],10000,[0.],0.0,[0.]
107,[1.04996605e-09],10000,[0.],0.0,[0.]
108,[1.04996605e-09],10000,[0.],0.0,[0.]
109,[1.04996605e-09],10000,[0.],0.0,[0.]
110,[1.04996605e-09],10000,[0.],0.0,[0.]
111,[1.04996605e-09],10000,[0.],0.0,[0.]
112,[1.04996605e-09],10000,[0.],0.0,[0.]
113,[1.04996605e-09],10000,[0.],0.0,[0.]
114,[1.04996605e-09],10000,[0.],0.0,[0.]
115,[1.04996605e-09],10000,[0.],0.0,[0.]
116,[1.04996605e-09],10000,[0.],0.0,[0.]
117,[1.04996605e-09],10000,[0.],0.0,[0.]
118,[1.04996605e-09],10000,[0.],0.0,[0.]
119,[1.04996605e-09],10000,[0.],0.0,[0.]
120,[1.04996605e-09],10000,[0.],0.0,[0.]
121,[1.04996605e-09],10000,[0.],0.0,[0.]
122,[1.04996605e-09],10000,[0.],0.0,[0.]
123,[1.04996605e-09],10000,[0.],0.0,[0.]
124,[1.04996605e-09],10000,[0.],0.0,[0.]
125,[1.04996605e-09],10000,[0.],0.0,[0.]
126,[1.04996605e-09],10000,[0.],0.0,[0.]
127,[1.04996605e-09],10000,[0.],0.0,[0.]
128,[1.04996605e-09],10000,[0.],0.0,[0.]
129,[1.04996605e-09],10000,[0.],0.0,[0.]
130,[1.04996605e-09],10000,[0.],0.0,[0.]
131,[1.04996605e-09],10000,[0.],0.0,[0.]
132,[1.04996605e-09],10000,[0.],0.0,[0.]
133,[1.04996605e-09],10000,[0.],0.0,[0.]
134,[1.04996605e-09],10000,[0.],0.0,[0.]
135,[1.04996605e-09],10000,[0.],0.0,[0.]
136,[1.04996605e-09],10000,[0.],0.0,[0.]
137,[1.04996605e-09],10000,[0.],0.0,[0.]
138,[1.04996605e-09],10000,[0.],0.0,[0.]
139,[1.04996605e-09],10000,[0.],0.0,[0.]
140,[1.04996605e-09],10000,[0.],0.0,[0.]
141,[1.04996605e-09],10000,[0.],0.0,[0.]
142,[1.04996605e-09],10000,[0.],0.0,[0.]
143,[1.04996605e-09],10000,[0.],0.0,[0.]
144,[1.04996605e-09],10000,[0.],0.0,[0.]
145,[1.04996605e-09],10000,[0.],0.0,[0.]
146,[1.04996605e-09],10000,[0.],0.0,[0.]
147,[1.04996605e-09],10000,[0.],0.0,[0.]
148,[1.04996605e-09],10000,[0.],0.0,[0.]
149,[1.04996605e-09],10000,[0.],0.0,[0.]
150,[1.04996605e-09],10000,[0.],0.0,[0.]
151,[1.04996605e-09],10000,[0.],0.0,[0.]
152,[1.04996605e-09],10000,[0.],0.0,[0.]
153,[1.04996605e-09],10000,[0.],0.0,[0.]
154,[1.04996605e-09],10000,[0.],0.0,[0.]
155,[1.04996605e-09],10000,[0.],0.0,[0.]
156,[1.04996605e-09],10000,[0.],0.0,[0.]
157,[1.04996605e-09],10000,[0.],0.0,[0.]
158,[1.04996605e-09],10000,[0.],0.0,[0.]
159,[1.04996605e-09],10000,[0.],0.0,[0.]
160,[1.04996605e-09],10000,[0.],0.0,[0.]
161,[1.04996605e-09],10000,[0.],0.0,[0.]
162,[1.04996605e-09],10000,[0.],0.0,[0.]
163,[1.04996605e-09],10000,[0.],0.0,[0.]
164,[1.04996605e-09],10000,[0.],0.0,[0.]
165,[1.04996605e-09],10000,[0.],0.0,[0.]
166,[1.04996605e-09],10000,[0.],0.0,[0.]
167,[1.04996605e-09],10000,[0.],0.0,[0.]
168,[1.04996605e-09],10000,[0.],0.0,[0.]
169,[1.04996605e-09],10000,[0.],0.0,[0.]
170,[1.04996605e-09],10000,[0.],0.0,[0.]
171,[1.04996605e-09],10000,[0.],0.0,[0.]
172,[1.04996605e-09],10000,[0.],0.0,[0.]
173,[1.04996605e-09],10000,[0.],0.0,[0.]
174,[1.04996605e-09],10000,[0.],0.0,[0.]
175,[1.04996605e-09],10000,[0.],0.0,[0.]
176,[1.04996605e-09],10000,[0.],0.0,[0.]
177,[1.04996605e-09],10000,[0.],0.0,[0.]
178,[1.04996605e-09],10000,[0.],0.0,[0.]
179,[1.04996605e-09],10000,[0.],0.0,[0.]
180,[1.04996605e-09],10000,[0.],0.0,[0.]
181,[1.04996605e-09],10000,[0.],0.0,[0.]
182,[1.04996605e-09],10000,[0.],0.0,[0.]
183,[1.04996605e-09],10000,[0.],0.0,[0.]
184,[1.04996605e-09],10000,[0.],0.0,[0.]
185,[1.04996605e-09],10000,[0.],0.0,[0.]
186,[1.04996605e-09],10000,[0.],0.0,[0.]
187,[1.04996605e-09],10000,[0.],0.0,[0.]
188,[1.04996605e-09],10000,[0.],0.0,[0.]
189,[1.04996605e-09],10000,[0.],0.0,[0.]
190,[1.04996605e-09],10000,[0.],0.0,[0.]
191,[1.04996605e-09],10000,[0.],0.0,[0.]
192,[1.04996605e-09],10000,[0.],0.0,[0.]
193,[1.04996605e-09],10000,[0.],0.0,[0.]
194,[1.04996605e-09],10000,[0.],0.0,[0.]
195,[1.04996605e-09],10000,[0.],0.0,[0.]
196,[1.04996605e-09],10000,[0.],0.0,[0.]
197,[1.04996605e-09],10000,[0.],0.0,[0.]
198,[1.04996605e-09],10000,[0.],0.0,[0.]
199,[1.04996605e-09],10000,[0.],0.0,[0.]
200,[1.04996605e-09],10000,[0.],0.0,[0.]
201,[1.04996605e-09],10000,[0.],0.0,[0.]
202,[1.04996605e-09],10000,[0.],0.0,[0.]
203,[1.04996605e-09],10000,[0.],0.0,[0.]
204,[1.04996605e-09],10000,[0.],0.0,[0.]
205,[1.04996605e-09],10000,[0.],0.0,[0.]
206,[1.04996605e-09],10000,[0.],0.0,[0.]
207,[1.04996605e-09],10000,[0.],0.0,[0.]
208,[1.04996605e-09],10000,[0.],0.0,[0.]
209,[1.04996605e-09],10000,[0.],0.0,[0.]
210,[1.04996605e-09],10000,[0.],0.0,[0.]
211,[1.04996605e-09],10000,[0.],0.0,[0.]
212,[1.04996605e-09],10000,[0.],0.0,[0.]
213,[1.04996605e-09],10000,[0.],0.0,[0.]
214,[1.04996605e-09],10000,[0.],0.0,[0.]
215,[1.04996605e-09],10000,[0.],0.0,[0.]
216,[1.04996605e-09],10000,[0.],0.0,[0.]
217,[1.04996605e-09],10000,[0.],0.0,[0.]
218,[1.04996605e-09],10000,[0.],0.0,[0.]
219,[1.04996605e-09],10000,[0.],0.0,[0.]
220,[1.04996605e-09],10000,[0.],0.0,[0.]
221,[1.04996605e-09],10000,[0.],0.0,[0.]
222,[1.04996605e-09],10000,[0.],0.0,[0.]
223,[1.04996605e-09],10000,[0.],0.0,[0.]
224,[1.04996605e-09],10000,[0.],0.0,[0.]
225,[1.04996605e-09],10000,[0.],0.0,[0.]
226,[1.04996605e-09],10000,[0.],0.0,[0.]
227,[1.04996605e-09],10000,[0.],0.0,[0.]
228,[1.04996605e-09],10000,[0.],0.0,[0.]
229,[1.04996605e-09],10000,[0.],0.0,[0.]
230,[1.04996605e-09],10000,[0.],0.0,[0.]
231,[1.04996605e-09],10000,[0.],0.0,[0.]
232,[1.04996605e-09],10000,[0.],0.0,[0.]
233,[1.04996605e-09],10000,[0.],0.0,[0.]
234,[1.04996605e-09],10000,[0.],0.0,[0.]
235,[1.04996605e-09],10000,[0.],0.0,[0.]
236,[1.04996605e-09],10000,[0.],0.0,[0.]
